place	url	type	parent	latitude	longitude
Blackwater Beach, Delaware	https://en.wikipedia.org/wiki/Blackwater_Beach,_Delaware	link	Salisbury metropolitan area	38°34′48″N	75°09′28″W
Angola, Delaware	https://en.wikipedia.org/wiki/Angola,_Delaware	link	Salisbury metropolitan area	38°40′15″N	75°10′29″W
Broad Creek Hundred	https://en.wikipedia.org/wiki/Broad_Creek_Hundred	link	Salisbury metropolitan area	39°39′46″N	75°33′40″W
Wood Branch, Delaware	https://en.wikipedia.org/wiki/Wood_Branch,_Delaware	link	Salisbury metropolitan area	38°40′01″N	75°21′39″W
Dagsboro, Delaware	https://en.wikipedia.org/wiki/Dagsboro,_Delaware	feature	Salisbury metropolitan area	38°32′57″N	75°14′45″W
Shortly, Delaware	https://en.wikipedia.org/wiki/Shortly,_Delaware	link	Salisbury metropolitan area	38°36′26″N	75°23′41″W
Delmar, Maryland	https://en.wikipedia.org/wiki/Delmar,_Maryland	feature	Salisbury metropolitan area	38°27.1′N	75°34.2′W
Sycamore, Delaware	https://en.wikipedia.org/wiki/Sycamore,_Delaware	link	Salisbury metropolitan area	38°35′45″N	75°29′26″W
Woodland Heights, Delaware	https://en.wikipedia.org/wiki/Woodland_Heights,_Delaware	link	Salisbury metropolitan area	38°33′48″N	75°34′29″W
Tussock Pond, Delaware	https://en.wikipedia.org/wiki/Tussock_Pond,_Delaware	link	Salisbury metropolitan area	38°33′43″N	75°37′48″W
Springfield Crossroads, Delaware	https://en.wikipedia.org/wiki/Springfield_Crossroads,_Delaware	link	Salisbury metropolitan area	38°40′57″N	75°18′28″W
Belltown, Delaware	https://en.wikipedia.org/wiki/Belltown,_Delaware	link	Salisbury metropolitan area	38°44′49″N	75°10′41″W
Mardela Springs, Maryland	https://en.wikipedia.org/wiki/Mardela_Springs,_Maryland	feature	Salisbury metropolitan area	38°27′36″N	75°45′21″W
Fruitland, Maryland	https://en.wikipedia.org/wiki/Fruitland,_Maryland	feature	Salisbury metropolitan area	38°19′25″N	75°37′10″W
Selbyville, Delaware	https://en.wikipedia.org/wiki/Selbyville,_Delaware	feature	Salisbury metropolitan area	38°27′37″N	75°13′15″W
Chance, Maryland	https://en.wikipedia.org/wiki/Chance,_Maryland	feature	Salisbury metropolitan area	38°10′37″N	75°56′21″W
Delmar, Delaware	https://en.wikipedia.org/wiki/Delmar,_Delaware	feature	Salisbury metropolitan area	38°27′23″N	75°34′38″W
Berlin, Maryland	https://en.wikipedia.org/wiki/Berlin,_Maryland	feature	Salisbury metropolitan area	38°20′N	75°13′W
Milton, Delaware	https://en.wikipedia.org/wiki/Milton,_Delaware	feature	Salisbury metropolitan area	38°46′39″N	75°18′36″W
Allen, Maryland	https://en.wikipedia.org/wiki/Allen,_Maryland	feature	Salisbury metropolitan area	38°17′14″N	75°41′17″W
Nanticoke, Maryland	https://en.wikipedia.org/wiki/Nanticoke,_Maryland	feature	Salisbury metropolitan area	38°16′20″N	75°54′20″W
Cave Colony, Delaware	https://en.wikipedia.org/wiki/Cave_Colony,_Delaware	link	Salisbury metropolitan area	38°45′50″N	75°17′24″W
Crisfield, Maryland	https://en.wikipedia.org/wiki/Crisfield,_Maryland	feature	Salisbury metropolitan area	37°59′3″N	75°51′8″W
National Harbor of Refuge and Delaware Breakwater Harbor Historic District	https://en.wikipedia.org/wiki/National_Harbor_of_Refuge_and_Delaware_Breakwater_Harbor_Historic_District	feature	Salisbury metropolitan area	38°47′59″N	75°6′27″W
Sussex County, Delaware	https://en.wikipedia.org/wiki/Sussex_County,_Delaware	feature	Salisbury metropolitan area	38°41′N	75°20′W
Eden, Maryland	https://en.wikipedia.org/wiki/Eden,_Maryland	feature	Salisbury metropolitan area	38°16′42″N	75°39′9″W
Henlopen Acres, Delaware	https://en.wikipedia.org/wiki/Henlopen_Acres,_Delaware	feature	Salisbury metropolitan area	38°43′47″N	75°05′11″W
Hebron, Maryland	https://en.wikipedia.org/wiki/Hebron,_Maryland	feature	Salisbury metropolitan area	38°25′5″N	75°41′16″W
Millville, Delaware	https://en.wikipedia.org/wiki/Millville,_Delaware	feature	Salisbury metropolitan area	38°32′58″N	75°07′24″W
Bacons, Delaware	https://en.wikipedia.org/wiki/Bacons,_Delaware	link	Salisbury metropolitan area	38°30′30″N	75°34′11″W
Westwoods, Delaware	https://en.wikipedia.org/wiki/Westwoods,_Delaware	link	Salisbury metropolitan area	38°29′42″N	75°22′18″W
Staytonville, Delaware	https://en.wikipedia.org/wiki/Staytonville,_Delaware	link	Salisbury metropolitan area	38°50′58″N	75°31′08″W
Jesterville, Maryland	https://en.wikipedia.org/wiki/Jesterville,_Maryland	feature	Salisbury metropolitan area	38°17′12″N	75°53′45″W
Argos Corner, Delaware	https://en.wikipedia.org/wiki/Argos_Corner,_Delaware	link	Salisbury metropolitan area	38°52′17″N	75°20′44″W
Tooele County, UT	https://en.wikipedia.org/wiki/Tooele_County,_UT	link	Salt Lake City metropolitan area	40°27′N	113°11′W
Copperton, Utah	https://en.wikipedia.org/wiki/Copperton,_Utah	feature	Salt Lake City metropolitan area	40°33′53″N	112°05′51″W
Henefer, Utah	https://en.wikipedia.org/wiki/Henefer,_Utah	feature	Salt Lake City metropolitan area	41°0′58″N	111°29′54″W
Alta, Utah	https://en.wikipedia.org/wiki/Alta,_Utah	feature	Salt Lake City metropolitan area	40°34′51″N	111°38′14″W
Skull Valley Indian Reservation	https://en.wikipedia.org/wiki/Skull_Valley_Indian_Reservation	link	Salt Lake City metropolitan area	40°24′N	112°43′W
Deseret Peak	https://en.wikipedia.org/wiki/Deseret_Peak	link	Salt Lake City metropolitan area	40°27′34″N	112°37′35″W
Kamas, Utah	https://en.wikipedia.org/wiki/Kamas,_Utah	feature	Salt Lake City metropolitan area	40°38′32″N	111°16′39″W
Faust, Utah	https://en.wikipedia.org/wiki/Faust,_Utah	link	Salt Lake City metropolitan area	40°11′03″N	112°23′31″W
Burmester, Utah	https://en.wikipedia.org/wiki/Burmester,_Utah	link	Salt Lake City metropolitan area	40°41′28″N	112°27′08″W
Riverton, Utah	https://en.wikipedia.org/wiki/Riverton,_Utah	feature	Salt Lake City metropolitan area	40°31′14″N	111°57′19″W
Mount Olympus, Utah	https://en.wikipedia.org/wiki/Mount_Olympus,_Utah	feature	Salt Lake City metropolitan area	40°41′3″N	111°47′32″W
Gold Hill, Utah	https://en.wikipedia.org/wiki/Gold_Hill,_Utah	link	Salt Lake City metropolitan area	40°09′59″N	113°49′50″W
Ajax, Utah	https://en.wikipedia.org/wiki/Ajax,_Utah	link	Salt Lake City metropolitan area	40°13′33″N	112°23′32″W
Snyderville, Utah	https://en.wikipedia.org/wiki/Snyderville,_Utah	feature	Salt Lake City metropolitan area	40°42′28″N	111°31′26″W
Blacks Fork, Utah	https://en.wikipedia.org/wiki/Blacks_Fork,_Utah	link	Salt Lake City metropolitan area	40°58′17″N	110°35′14″W
Wendover, Utah	https://en.wikipedia.org/wiki/Wendover,_Utah	feature	Salt Lake City metropolitan area	40°44′8″N	114°1′59″W
Low, Utah	https://en.wikipedia.org/wiki/Low,_Utah	link	Salt Lake City metropolitan area	40°47′08″N	112°56′26″W
Ophir, Utah	https://en.wikipedia.org/wiki/Ophir,_Utah	feature	Salt Lake City metropolitan area	40°22′9″N	112°15′31″W
Bluffdale, Utah	https://en.wikipedia.org/wiki/Bluffdale,_Utah	feature	Salt Lake City metropolitan area	40°28′24″N	111°56′40″W
South Salt Lake, Utah	https://en.wikipedia.org/wiki/South_Salt_Lake,_Utah	feature	Salt Lake City metropolitan area	40°42′28″N	111°53′21″W
Silver Summit, Utah	https://en.wikipedia.org/wiki/Silver_Summit,_Utah	feature	Salt Lake City metropolitan area	40°45′44″N	111°30′20″W
Emigration Canyon, Utah	https://en.wikipedia.org/wiki/Emigration_Canyon,_Utah	feature	Salt Lake City metropolitan area	40°46′N	111°46′W
Herriman, Utah	https://en.wikipedia.org/wiki/Herriman,_Utah	feature	Salt Lake City metropolitan area	40°30′24″N	112°1′51″W
Rockport, Utah	https://en.wikipedia.org/wiki/Rockport,_Utah	link	Salt Lake City metropolitan area	40°45′40″N	111°23′17″W
Wahsatch, Utah	https://en.wikipedia.org/wiki/Wahsatch,_Utah	link	Salt Lake City metropolitan area	41°11′57″N	111°06′47″W
Tooele County, Utah	https://en.wikipedia.org/wiki/Tooele_County,_Utah	feature	Salt Lake City metropolitan area	40°27′N	113°11′W
Snowbird, Utah	https://en.wikipedia.org/wiki/Snowbird,_Utah	feature	Salt Lake City metropolitan area	40°34′52″N	111°39′23″W
Summit County, Utah	https://en.wikipedia.org/wiki/Summit_County,_Utah	feature	Salt Lake City metropolitan area	40°53′N	110°58′W
Midvale, Utah	https://en.wikipedia.org/wiki/Midvale,_Utah	feature	Salt Lake City metropolitan area	40°36′50″N	111°53′18″W
West Jordan, Utah	https://en.wikipedia.org/wiki/West_Jordan,_Utah	feature	Salt Lake City metropolitan area	40°36′23″N	111°58′34″W
West Valley City, Utah	https://en.wikipedia.org/wiki/West_Valley_City,_Utah	feature	Salt Lake City metropolitan area	40°41′21″N	111°59′38″W
White City, Utah	https://en.wikipedia.org/wiki/White_City,_Utah	feature	Salt Lake City metropolitan area	40°34′2″N	111°51′42″W
Millcreek, Utah	https://en.wikipedia.org/wiki/Millcreek,_Utah	feature	Salt Lake City metropolitan area	40°41′10″N	111°51′50″W
Holladay, Utah	https://en.wikipedia.org/wiki/Holladay,_Utah	feature	Salt Lake City metropolitan area	40°39′23″N	111°49′10″W
Rush Valley, Utah	https://en.wikipedia.org/wiki/Rush_Valley,_Utah	feature	Salt Lake City metropolitan area	40°21′33″N	112°27′17″W
Cottonwood Heights, Utah	https://en.wikipedia.org/wiki/Cottonwood_Heights,_Utah	feature	Salt Lake City metropolitan area	40°37′2″N	111°49′13″W
Francis, Utah	https://en.wikipedia.org/wiki/Francis,_Utah	feature	Salt Lake City metropolitan area	40°36′52″N	111°16′44″W
Dugway, Utah	https://en.wikipedia.org/wiki/Dugway,_Utah	feature	Salt Lake City metropolitan area	40°13′52″N	112°45′5″W
Vernon, Utah	https://en.wikipedia.org/wiki/Vernon,_Utah	feature	Salt Lake City metropolitan area	40°5′45″N	112°27′0″W
Canyon Rim, Utah	https://en.wikipedia.org/wiki/Canyon_Rim,_Utah	feature	Salt Lake City metropolitan area	40°42′23″N	111°49′31″W
South Jordan, Utah	https://en.wikipedia.org/wiki/South_Jordan,_Utah	feature	Salt Lake City metropolitan area	40°33′42″N	111°57′39″W
Taylorsville, Utah	https://en.wikipedia.org/wiki/Taylorsville,_Utah	feature	Salt Lake City metropolitan area	40°39′18″N	111°56′58″W
Magna, Utah	https://en.wikipedia.org/wiki/Magna,_Utah	feature	Salt Lake City metropolitan area	40°42′6″N	112°5′9″W
Stansbury Park, Utah	https://en.wikipedia.org/wiki/Stansbury_Park,_Utah	feature	Salt Lake City metropolitan area	40°38′15″N	112°18′3″W
Scranton, Utah	https://en.wikipedia.org/wiki/Scranton,_Utah	link	Salt Lake City metropolitan area	40°2′56″N	112°12′3″W
Granite, Utah	https://en.wikipedia.org/wiki/Granite,_Utah	feature	Salt Lake City metropolitan area	40°34′16″N	111°48′34″W
Benmore, Utah	https://en.wikipedia.org/wiki/Benmore,_Utah	link	Salt Lake City metropolitan area	40°00′45″N	112°25′18″W
Stansbury Island	https://en.wikipedia.org/wiki/Stansbury_Island	link	Salt Lake City metropolitan area	40°49′47″N	112°29′52″W
Sandy, Utah	https://en.wikipedia.org/wiki/Sandy,_Utah	feature	Salt Lake City metropolitan area	40°34′21″N	111°51′35″W
Kearns, Utah	https://en.wikipedia.org/wiki/Kearns,_Utah	feature	Salt Lake City metropolitan area	40°39′11″N	112°0′24″W
Woodland, Utah	https://en.wikipedia.org/wiki/Woodland,_Utah	feature	Salt Lake City metropolitan area	40°35′5″N	111°13′50″W
Oakley, Utah	https://en.wikipedia.org/wiki/Oakley,_Utah	feature	Salt Lake City metropolitan area	40°43′7″N	111°17′16″W
Murray, Utah	https://en.wikipedia.org/wiki/Murray,_Utah	feature	Salt Lake City metropolitan area	40°39′9″N	111°53′36″W
Erda, Utah	https://en.wikipedia.org/wiki/Erda,_Utah	feature	Salt Lake City metropolitan area	40°36′26″N	112°18′33″W
Flux, Utah	https://en.wikipedia.org/wiki/Flux,_Utah	link	Salt Lake City metropolitan area	40°40′52″N	112°33′18″W
Brighton, Utah	https://en.wikipedia.org/wiki/Brighton,_Utah	feature	Salt Lake City metropolitan area	40°36′14″N	111°34′56″W
Stansbury Mountains	https://en.wikipedia.org/wiki/Stansbury_Mountains	link	Salt Lake City metropolitan area	40°27′34.25″N	112°37′34.76″W
Salt Lake County, Utah	https://en.wikipedia.org/wiki/Salt_Lake_County,_Utah	feature	Salt Lake City metropolitan area	40°40′N	111°56′W
Park City, Utah	https://en.wikipedia.org/wiki/Park_City,_Utah	feature	Salt Lake City metropolitan area	40°39′34″N	111°29′59″W
Tooele, Utah	https://en.wikipedia.org/wiki/Tooele,_Utah	feature	Salt Lake City metropolitan area	40°32′11″N	112°17′52″W
Goshute	https://en.wikipedia.org/wiki/Goshute	link	Salt Lake City metropolitan area	40°23′15″N	112°44′09″W
Lake Point, Utah	https://en.wikipedia.org/wiki/Lake_Point,_Utah	link	Salt Lake City metropolitan area	40°40′51″N	112°15′47″W
Delle, Utah	https://en.wikipedia.org/wiki/Delle,_Utah	link	Salt Lake City metropolitan area	40°45′36″N	112°46′39″W
East Millcreek, Utah	https://en.wikipedia.org/wiki/East_Millcreek,_Utah	feature	Salt Lake City metropolitan area	40°41′15″N	111°49′14″W
Samak, Utah	https://en.wikipedia.org/wiki/Samak,_Utah	feature	Salt Lake City metropolitan area	40°37′33″N	111°12′5″W
Coalville, Utah	https://en.wikipedia.org/wiki/Coalville,_Utah	feature	Salt Lake City metropolitan area	40°55′2″N	111°23′54″W
Rowley, Utah	https://en.wikipedia.org/wiki/Rowley,_Utah	link	Salt Lake City metropolitan area	40°54′10″N	112°46′27″W
Salduro, Utah	https://en.wikipedia.org/wiki/Salduro,_Utah	link	Salt Lake City metropolitan area	40°44′06″N	113°51′23″W
Clive, Utah	https://en.wikipedia.org/wiki/Clive,_Utah	link	Salt Lake City metropolitan area	40°42′31″N	113°07′03″W
Bacchus, Utah	https://en.wikipedia.org/wiki/Bacchus,_Utah	feature	Salt Lake City metropolitan area	40°39′47″N	112°05′38″W
Wanship, Utah	https://en.wikipedia.org/wiki/Wanship,_Utah	link	Salt Lake City metropolitan area	40°48′27″N	111°23′41″W
Utah Test and Training Range	https://en.wikipedia.org/wiki/Utah_Test_and_Training_Range	link	Salt Lake City metropolitan area	41°00′00″N	113°15′00″W
Wal-Mart	https://en.wikipedia.org/wiki/Wal-Mart	link	Salt Lake City metropolitan area	36°21′56″N	94°13′03″W
Salt Lake City, Utah	https://en.wikipedia.org/wiki/Salt_Lake_City,_Utah	link	Salt Lake City metropolitan area	40°45′39″N	111°53′28″W
Oquirrh Mountains	https://en.wikipedia.org/wiki/Oquirrh_Mountains	link	Salt Lake City metropolitan area	40°22′21″N	112°11′21″W
Grass Creek, Utah	https://en.wikipedia.org/wiki/Grass_Creek,_Utah	link	Salt Lake City metropolitan area	40°59′25″N	111°18′55″W
Marion, Utah	https://en.wikipedia.org/wiki/Marion,_Utah	link	Salt Lake City metropolitan area	40°40′53″N	111°16′58″W
Hoytsville, Utah	https://en.wikipedia.org/wiki/Hoytsville,_Utah	link	Salt Lake City metropolitan area	40°52′27″N	111°22′42″W
Mercur, Utah	https://en.wikipedia.org/wiki/Mercur,_Utah	link	Salt Lake City metropolitan area	40°19′15″N	112°12′44″W
Peoa, Utah	https://en.wikipedia.org/wiki/Peoa,_Utah	link	Salt Lake City metropolitan area	40°43′34″N	111°20′07″W
Snyderville Basin	https://en.wikipedia.org/wiki/Snyderville_Basin	link	Salt Lake City metropolitan area	40°43′34″N	111°30′34″W
Stockton, Utah	https://en.wikipedia.org/wiki/Stockton,_Utah	feature	Salt Lake City metropolitan area	40°27′4″N	112°21′43″W
Summit Park, Utah	https://en.wikipedia.org/wiki/Summit_Park,_Utah	feature	Salt Lake City metropolitan area	40°44′51″N	111°35′2″W
Echo, Utah	https://en.wikipedia.org/wiki/Echo,_Utah	link	Salt Lake City metropolitan area	40°58′37″N	111°26′35″W
Draper, Utah	https://en.wikipedia.org/wiki/Draper,_Utah	feature	Salt Lake City metropolitan area	40°30′53″N	111°52′23″W
Rush Valley	https://en.wikipedia.org/wiki/Rush_Valley	link	Salt Lake City metropolitan area	40°11′03″N	112°23′31″W
Utah Motorsports Campus	https://en.wikipedia.org/wiki/Utah_Motorsports_Campus	link	Salt Lake City metropolitan area	40°34′30″N	112°22′29″W
Joshua Reuben Clark, Jr.	https://en.wikipedia.org/wiki/Joshua_Reuben_Clark,_Jr.	link	Salt Lake City metropolitan area	40°46′37.92″N	111°51′28.8″W
Knolls, Utah	https://en.wikipedia.org/wiki/Knolls,_Utah	link	Salt Lake City metropolitan area	40°43′23″N	113°17′23″W
Aragonite, Utah	https://en.wikipedia.org/wiki/Aragonite,_Utah	link	Salt Lake City metropolitan area	40°44′34″N	113°0′10″W
Ibapah, Utah	https://en.wikipedia.org/wiki/Ibapah,_Utah	link	Salt Lake City metropolitan area	40°02′12″N	113°59′07″W
Iosepa, Utah	https://en.wikipedia.org/wiki/Iosepa,_Utah	link	Salt Lake City metropolitan area	40°32′31″N	112°44′02″W
Arinosa, Utah	https://en.wikipedia.org/wiki/Arinosa,_Utah	link	Salt Lake City metropolitan area	40°43′52″N	113°40′18″W
Grantsville, Utah	https://en.wikipedia.org/wiki/Grantsville,_Utah	feature	Salt Lake City metropolitan area	40°35′45″N	112°27′55″W
Tom Green County, Texas	https://en.wikipedia.org/wiki/Tom_Green_County,_Texas	link	San Angelo, Texas metropolitan area	31°25′N	100°28′W
Tankersley, Texas	https://en.wikipedia.org/wiki/Tankersley,_Texas	link	San Angelo, Texas metropolitan area	31°20′59″N	100°38′36″W
Ben Ficklin, Texas	https://en.wikipedia.org/wiki/Ben_Ficklin,_Texas	link	San Angelo, Texas metropolitan area	31°24′10″N	100°26′24″W
Negro Crossing, Texas	https://en.wikipedia.org/wiki/Negro_Crossing,_Texas	feature	San Angelo, Texas metropolitan area	31°21′14″N	100°32′12″W
Barnhart, Texas	https://en.wikipedia.org/wiki/Barnhart,_Texas	feature	San Angelo, Texas metropolitan area	31°07′59″N	101°10′22″W
Mertzon, Texas	https://en.wikipedia.org/wiki/Mertzon,_Texas	feature	San Angelo, Texas metropolitan area	31°15′36″N	100°49′15″W
Christoval, Texas	https://en.wikipedia.org/wiki/Christoval,_Texas	feature	San Angelo, Texas metropolitan area	31°11′51″N	100°29′36″W
Spraberry Trend	https://en.wikipedia.org/wiki/Spraberry_Trend	feature	San Angelo, Texas metropolitan area	31°44′30″N	101°52′28″W
Grape Creek, Texas	https://en.wikipedia.org/wiki/Grape_Creek,_Texas	feature	San Angelo, Texas metropolitan area	31°34′54″N	100°32′51″W
Veribest, Texas	https://en.wikipedia.org/wiki/Veribest,_Texas	feature	San Angelo, Texas metropolitan area	31°28′36″N	100°15′34″W
Wall, Texas	https://en.wikipedia.org/wiki/Wall,_Texas	feature	San Angelo, Texas metropolitan area	31°22′27″N	100°18′27″W
Harriett, Texas	https://en.wikipedia.org/wiki/Harriett,_Texas	link	San Angelo, Texas metropolitan area	31°32′50″N	100°19′7″W
Water Valley, Texas	https://en.wikipedia.org/wiki/Water_Valley,_Texas	feature	San Angelo, Texas metropolitan area	31°40′04″N	100°43′01″W
Knickerbocker, Texas	https://en.wikipedia.org/wiki/Knickerbocker,_Texas	link	San Angelo, Texas metropolitan area	31°16′0″N	100°37′23″W
Vancourt, Texas	https://en.wikipedia.org/wiki/Vancourt,_Texas	link	San Angelo, Texas metropolitan area	31°20′35″N	100°10′37″W
Carlsbad, Texas	https://en.wikipedia.org/wiki/Carlsbad,_Texas	link	San Angelo, Texas metropolitan area	31°36′41″N	100°38′26″W
Mereta, Texas	https://en.wikipedia.org/wiki/Mereta,_Texas	link	San Angelo, Texas metropolitan area	31°27′26″N	100°8′27″W
El Sobrante, California	https://en.wikipedia.org/wiki/El_Sobrante,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°58′38″N	122°17′43″W
San Pablo, California	https://en.wikipedia.org/wiki/San_Pablo,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°57′44″N	122°20′44″W
El Cerrito, California	https://en.wikipedia.org/wiki/El_Cerrito,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°54′57″N	122°18′42″W
Hercules, California	https://en.wikipedia.org/wiki/Hercules,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°01′02″N	122°17′19″W
Rohr Jewish Learning Institute	https://en.wikipedia.org/wiki/Rohr_Jewish_Learning_Institute	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	40°40′08″N	73°56′28″W
California%27s 9th congressional district	https://en.wikipedia.org/wiki/California%27s_9th_congressional_district	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°00′N	121°18′W
Pleasanton, California	https://en.wikipedia.org/wiki/Pleasanton,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°39′45″N	121°52′29″W
Dublin, California	https://en.wikipedia.org/wiki/Dublin,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°42′08″N	121°56′09″W
San Pablo Bay	https://en.wikipedia.org/wiki/San_Pablo_Bay	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°04′N	122°23′W
Richmond-San Rafael Bridge	https://en.wikipedia.org/wiki/Richmond-San_Rafael_Bridge	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°56′05″N	122°26′02″W
Buchanan Field Airport	https://en.wikipedia.org/wiki/Buchanan_Field_Airport	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°59′23″N	122°03′25″W
Barstow, California	https://en.wikipedia.org/wiki/Barstow,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	34°54′N	117°1′W
Livermore, California	https://en.wikipedia.org/wiki/Livermore,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°40′55″N	121°46′05″W
Altamont Pass	https://en.wikipedia.org/wiki/Altamont_Pass	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°44′45″N	121°39′30″W
East Bay Municipal Utility District	https://en.wikipedia.org/wiki/East_Bay_Municipal_Utility_District	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°48′N	122°12′W
American Discovery Trail	https://en.wikipedia.org/wiki/American_Discovery_Trail	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	39°37′32″N	105°46′56″W
Scotts Valley, California	https://en.wikipedia.org/wiki/Scotts_Valley,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°3′5″N	122°0′48″W
Iron Horse Regional Trail	https://en.wikipedia.org/wiki/Iron_Horse_Regional_Trail	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°49′26″N	122°00′22″W
Bayview-Montalvin, California	https://en.wikipedia.org/wiki/Bayview-Montalvin,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°0′3″N	122°19′31″W
West Hartley, California	https://en.wikipedia.org/wiki/West_Hartley,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°56′26″N	121°48′46″W
Stege, California	https://en.wikipedia.org/wiki/Stege,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°55′00″N	122°19′38″W
Canyon, California	https://en.wikipedia.org/wiki/Canyon,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°50′02″N	122°09′54.1″W
Alamo Oaks, California	https://en.wikipedia.org/wiki/Alamo_Oaks,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°50′22″N	121°59′35″W
Gateley, California	https://en.wikipedia.org/wiki/Gateley,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°00′26″N	122°18′36″W
Bixler, California	https://en.wikipedia.org/wiki/Bixler,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°56′25″N	121°37′20″W
Bridgehead, California	https://en.wikipedia.org/wiki/Bridgehead,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°00′18″N	121°45′20″W
Herpoco, California	https://en.wikipedia.org/wiki/Herpoco,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°00′42″N	122°16′16″W
Four Corners, Contra Costa County, California	https://en.wikipedia.org/wiki/Four_Corners,_Contra_Costa_County,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°57′23″N	122°02′22″W
Newlove, California	https://en.wikipedia.org/wiki/Newlove,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°59′38″N	121°45′46″W
Tormey, California	https://en.wikipedia.org/wiki/Tormey,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°03′02″N	122°14′57″W
Ambrose, Contra Costa County, California	https://en.wikipedia.org/wiki/Ambrose,_Contra_Costa_County,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°02′07″N	121°57′00″W
Rheem, California	https://en.wikipedia.org/wiki/Rheem,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°51′39″N	122°07′38″W
Werner, California	https://en.wikipedia.org/wiki/Werner,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°56′26″N	121°36′33″W
Tassajara, California	https://en.wikipedia.org/wiki/Tassajara,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°47′45″N	121°51′49″W
Selby, California	https://en.wikipedia.org/wiki/Selby,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°03′24″N	122°14′38″W
Luzon, California	https://en.wikipedia.org/wiki/Luzon,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°00′52″N	122°15′05″W
McAvoy, California	https://en.wikipedia.org/wiki/McAvoy,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°02′19″N	121°57′37″W
Valona, California	https://en.wikipedia.org/wiki/Valona,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°03′08″N	122°13′28″W
Waldon, California	https://en.wikipedia.org/wiki/Waldon,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°55′35″N	122°03′20″W
Ozol, California	https://en.wikipedia.org/wiki/Ozol,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	38°01′36″N	122°09′47″W
Cherryland, California	https://en.wikipedia.org/wiki/Cherryland,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°40′46″N	122°06′12″W
Winehaven, California	https://en.wikipedia.org/wiki/Winehaven,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°57′04.7″N	122°25′02.8″W
Newark, California	https://en.wikipedia.org/wiki/Newark,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°32′N	122°2′W
Albany, California	https://en.wikipedia.org/wiki/Albany,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°53′13″N	122°17′52″W
Castro Valley, California	https://en.wikipedia.org/wiki/Castro_Valley,_California	link	San Francisco–Oakland–Berkeley, CA Metropolitan Statistical Area	37°41′39″N	122°05′11″W
